TKNR;Zst;Land;Strklas;Strnum;Datum;Wotag;Fahrtzw;Stunde;KFZ_R1;K_KFZ_R1;KFZ_R2;K_KFZ_R2;Lkw_R1;K_Lkw_R1;Lkw_R2;K_Lkw_R2;PLZ_R1;K_PLZ_R1;Pkw_R1;K_Pkw_R1;Lfw_R1;K_Lfw_R1;Mot_R1;K_Mot_R1;PmA_R1;K_PmA_R1;Bus_R1;K_Bus_R1;LoA_R1;K_LoA_R1;Lzg_R1;K_Lzg_R1;Sat_R1;K_Sat_R1;Son_R1;K_Son_R1;PLZ_R2;K_PLZ_R2;Pkw_R2;K_Pkw_R2;Lfw_R2;K_Lfw_R2;Mot_R2;K_Mot_R2;PmA_R2;K_PmA_R2;Bus_R2;K_Bus_R2;LoA_R2;K_LoA_R2;Lzg_R2;K_Lzg_R2;Sat_R2;K_Sat_R2;Son_R2;K_Son_R2
7120;8440;08;B;  10;160101; 5;s;11;  317;-;  460;-;    4;-;   10;-;  313;-;  300;-;   13;-;    0;-;    0;-;    2;-;    0;-;    2;-;    2;-;    0;-;  450;-;  431;-;   19;-;    0;-;    0;-;    6;-;    1;-;    3;-;    3;-;    0;-
7120;8440;08;B;  10;160101; 5;s;12;  570;-;  801;-;    4;-;    5;-;  566;-;  545;-;   21;-;    0;-;    0;-;    4;-;    0;-;    0;-;    0;-;    0;-;  795;-;  765;-;   28;-;    2;-;    1;-;    3;-;    0;-;    2;-;    2;-;    0;-
7120;8440;08;B;  10;160101; 5;s;13;  857;-; 1068;-;    8;-;   13;-;  847;-;  815;-;   32;-;    0;-;    2;-;    5;-;    3;-;    0;-;    0;-;    0;-; 1054;-; 1028;-;   26;-;    0;-;    0;-;    6;-;    4;-;    3;-;    3;-;    1;-
7120;8440;08;B;  10;160101; 5;s;14; 1034;-; 1289;-;    5;-;    7;-; 1029;-;  999;-;   30;-;    0;-;    0;-;    2;-;    2;-;    1;-;    1;-;    0;-; 1280;-; 1248;-;   32;-;    0;-;    2;-;    4;-;    0;-;    3;-;    2;-;    0;-
7120;8440;08;B;  10;160101; 5;s;15; 1230;-; 1391;-;   10;-;    6;-; 1219;-; 1182;-;   35;-;    2;-;    1;-;    6;-;    1;-;    3;-;    3;-;    0;-; 1382;-; 1334;-;   48;-;    0;-;    2;-;    4;-;    1;-;    1;-;    1;-;    1;-
7120;8440;08;B;  10;160101; 5;s;16; 1499;-; 1333;-;    9;-;    6;-; 1485;-; 1448;-;   37;-;    0;-;    4;-;    7;-;    1;-;    1;-;    1;-;    1;-; 1327;-; 1290;-;   36;-;    1;-;    0;-;    4;-;    0;-;    2;-;    1;-;    0;-
7120;8440;08;B;  10;160101; 5;s;17; 1266;-; 1258;-;    7;-;   10;-; 1258;-; 1222;-;   36;-;    0;-;    0;-;    4;-;    2;-;    1;-;    1;-;    1;-; 1247;-; 1209;-;   38;-;    0;-;    1;-;    6;-;    3;-;    1;-;    1;-;    0;-
7120;8440;08;B;  10;160101; 5;s;18; 1311;-; 1140;-;    8;-;    9;-; 1300;-; 1267;-;   33;-;    0;-;    2;-;    3;-;    2;-;    3;-;    3;-;    1;-; 1130;-; 1103;-;   27;-;    0;-;    1;-;    4;-;    2;-;    3;-;    2;-;    0;-
7120;8440;08;B;  10;160101; 5;s;19; 1157;-; 1005;-;    9;-;    8;-; 1147;-; 1114;-;   33;-;    0;-;    1;-;    5;-;    1;-;    3;-;    2;-;    0;-;  996;-;  967;-;   27;-;    2;-;    1;-;    6;-;    2;-;    0;-;    0;-;    0;-
7120;8440;08;B;  10;160101; 5;s;20; 1026;-;  757;-;   15;-;    4;-; 1009;-;  979;-;   30;-;    0;-;    2;-;    6;-;    3;-;    6;-;    5;-;    0;-;  752;-;  736;-;   16;-;    0;-;    1;-;    4;-;    0;-;    0;-;    0;-;    0;-
7120;8440;08;B;  10;160101; 5;s;21;  724;-;  618;-;    6;-;    7;-;  717;-;  709;-;    8;-;    0;-;    0;-;    1;-;    1;-;    4;-;    4;-;    1;-;  609;-;  585;-;   23;-;    1;-;    2;-;    3;-;    3;-;    1;-;    1;-;    0;-
7120;8440;08;B;  10;160101; 5;s;22;  533;-;  513;-;    3;-;    9;-;  529;-;  507;-;   22;-;    0;-;    1;-;    2;-;    0;-;    1;-;    1;-;    0;-;  504;-;  494;-;   10;-;    0;-;    0;-;    3;-;    1;-;    5;-;    2;-;    0;-
7120;8440;08;B;  10;160101; 5;s;23;  427;-;  416;-;   10;-;   10;-;  417;-;  406;-;   10;-;    1;-;    0;-;    3;-;    1;-;    6;-;    5;-;    0;-;  405;-;  393;-;   11;-;    1;-;    1;-;    2;-;    2;-;    6;-;    4;-;    0;-
7120;8440;08;B;  10;160101; 5;s;24;  336;-;  399;-;   11;-;   12;-;  325;-;  315;-;   10;-;    0;-;    0;-;    2;-;    3;-;    6;-;    5;-;    0;-;  387;-;  380;-;    7;-;    0;-;    0;-;    5;-;    0;-;    7;-;    5;-;    0;-
7120;8440;08;B;  10;160102; 6;u;01;  225;-;  234;-;   10;-;    6;-;  215;-;  211;-;    4;-;    0;-;    0;-;    0;-;    1;-;    9;-;    7;-;    0;-;  228;-;  224;-;    4;-;    0;-;    0;-;    0;-;    2;-;    4;-;    3;-;    0;-
7120;8440;08;B;  10;160102; 6;u;02;  166;-;  164;-;   15;-;    8;-;  151;-;  145;-;    6;-;    0;-;    0;-;    1;-;    6;-;    8;-;    5;-;    0;-;  156;-;  150;-;    6;-;    0;-;    0;-;    1;-;    1;-;    6;-;    6;-;    0;-
7120;8440;08;B;  10;160102; 6;u;03;   97;-;  139;-;   18;-;   14;-;   79;-;   74;-;    5;-;    0;-;    0;-;    1;-;    4;-;   13;-;    7;-;    0;-;  125;-;  123;-;    1;-;    1;-;    0;-;    3;-;    5;-;    6;-;    4;-;    0;-
7120;8440;08;B;  10;160102; 6;u;04;   84;-;  139;-;   15;-;   19;-;   69;-;   58;-;   11;-;    0;-;    0;-;    2;-;    6;-;    7;-;    5;-;    0;-;  119;-;  110;-;    9;-;    0;-;    1;-;    2;-;    4;-;   13;-;    7;-;    0;-
7120;8440;08;B;  10;160102; 6;u;05;  123;-;  131;-;   27;-;   21;-;   95;-;   85;-;   10;-;    0;-;    1;-;    2;-;   10;-;   15;-;    9;-;    0;-;  110;-;   99;-;   11;-;    0;-;    0;-;    2;-;   10;-;    9;-;    8;-;    0;-
7120;8440;08;B;  10;160102; 6;u;06;  281;-;  221;-;   38;-;   22;-;  241;-;  213;-;   28;-;    0;-;    2;-;    2;-;   20;-;   16;-;   12;-;    0;-;  199;-;  178;-;   21;-;    0;-;    0;-;    1;-;   11;-;   10;-;    7;-;    0;-
7120;8440;08;B;  10;160102; 6;u;07;  301;-;  304;-;   44;-;   23;-;  255;-;  224;-;   31;-;    0;-;    2;-;    9;-;   14;-;   21;-;   17;-;    0;-;  280;-;  248;-;   32;-;    0;-;    1;-;    3;-;   11;-;    9;-;    5;-;    0;-
7120;8440;08;B;  10;160102; 6;u;08;  329;-;  419;-;   33;-;   56;-;  296;-;  271;-;   25;-;    0;-;    0;-;    4;-;   14;-;   15;-;    8;-;    0;-;  361;-;  324;-;   37;-;    0;-;    1;-;    8;-;   22;-;   26;-;   19;-;    1;-
7120;8440;08;B;  10;160102; 6;u;09;  604;-;  581;-;   31;-;   40;-;  569;-;  516;-;   52;-;    1;-;    3;-;    6;-;   13;-;   12;-;    9;-;    1;-;  538;-;  495;-;   42;-;    1;-;    3;-;    6;-;   14;-;   20;-;   16;-;    0;-
7120;8440;08;B;  10;160102; 6;u;10; 1066;-; 1108;-;   26;-;   33;-; 1035;-;  979;-;   53;-;    3;-;    5;-;    2;-;   10;-;   14;-;   10;-;    0;-; 1067;-; 1005;-;   62;-;    0;-;    8;-;    9;-;    6;-;   18;-;   16;-;    0;-
7120;8440;08;B;  10;160102; 6;u;11; 1498;-; 1523;-;   28;-;   31;-; 1464;-; 1405;-;   58;-;    1;-;    5;-;    5;-;   10;-;   13;-;   10;-;    1;-; 1486;-; 1402;-;   84;-;    0;-;    5;-;    3;-;    8;-;   20;-;   14;-;    1;-
7120;8440;08;B;  10;160102; 6;u;12; 1716;-; 1795;-;   29;-;   30;-; 1678;-; 1599;-;   76;-;    3;-;    7;-;    3;-;   12;-;   14;-;   11;-;    2;-; 1752;-; 1674;-;   77;-;    1;-;   10;-;    6;-;   16;-;    8;-;    6;-;    3;-
7120;8440;08;B;  10;160102; 6;u;13; 1958;-; 1921;-;   21;-;   18;-; 1924;-; 1862;-;   62;-;    0;-;   13;-;    3;-;    8;-;   10;-;    6;-;    0;-; 1883;-; 1793;-;   90;-;    0;-;   18;-;    3;-;    5;-;   10;-;    6;-;    2;-
7120;8440;08;B;  10;160102; 6;u;14; 2000;-; 1978;-;   10;-;   16;-; 1986;-; 1905;-;   80;-;    1;-;    4;-;    2;-;    3;-;    5;-;    1;-;    0;-; 1952;-; 1871;-;   80;-;    1;-;    9;-;    4;-;    6;-;    6;-;    4;-;    1;-
7120;8440;08;B;  10;160102; 6;u;15; 2370;-; 1982;-;   26;-;   17;-; 2337;-; 2264;-;   72;-;    1;-;    6;-;   12;-;   11;-;    3;-;    2;-;    1;-; 1960;-; 1890;-;   66;-;    4;-;    5;-;    3;-;    5;-;    9;-;    6;-;    0;-
7120;8440;08;B;  10;160102; 6;u;16; 2705;-; 1941;-;   16;-;   18;-; 2673;-; 2601;-;   72;-;    0;-;   14;-;    7;-;    4;-;    5;-;    2;-;    2;-; 1916;-; 1843;-;   73;-;    0;-;    6;-;    2;-;    6;-;   10;-;    5;-;    1;-
7120;8440;08;B;  10;160102; 6;u;17; 2254;-; 1988;-;    8;-;   20;-; 2239;-; 2167;-;   72;-;    0;-;    6;-;    3;-;    4;-;    1;-;    0;-;    1;-; 1961;-; 1890;-;   71;-;    0;-;    5;-;    6;-;    7;-;    7;-;    3;-;    2;-
7120;8440;08;B;  10;160102; 6;u;18; 1621;-; 2106;-;   17;-;   16;-; 1602;-; 1550;-;   51;-;    1;-;    2;-;    4;-;    7;-;    6;-;    2;-;    0;-; 2083;-; 1998;-;   85;-;    0;-;    7;-;    2;-;    8;-;    6;-;    3;-;    0;-
7120;8440;08;B;  10;160102; 6;u;19; 1616;-; 2168;-;   17;-;   21;-; 1594;-; 1528;-;   65;-;    1;-;    5;-;   11;-;    4;-;    2;-;    1;-;    0;-; 2140;-; 2060;-;   80;-;    0;-;    6;-;    6;-;    7;-;    8;-;    7;-;    1;-
7120;8440;08;B;  10;160102; 6;u;20; 1483;-; 1792;-;    5;-;   18;-; 1475;-; 1433;-;   42;-;    0;-;    3;-;    2;-;    1;-;    2;-;    2;-;    0;-; 1765;-; 1699;-;   66;-;    0;-;    7;-;   12;-;    3;-;    3;-;    2;-;    2;-
7120;8440;08;B;  10;160102; 6;u;21; 1206;-; 1328;-;    8;-;    8;-; 1197;-; 1163;-;   34;-;    0;-;    0;-;    0;-;    5;-;    3;-;    2;-;    1;-; 1316;-; 1278;-;   38;-;    0;-;    3;-;    2;-;    2;-;    4;-;    4;-;    1;-
7120;8440;08;B;  10;160102; 6;u;22;  944;-;  814;-;   10;-;   13;-;  932;-;  893;-;   38;-;    1;-;    2;-;    3;-;    3;-;    4;-;    3;-;    0;-;  801;-;  773;-;   27;-;    1;-;    0;-;    7;-;    3;-;    3;-;    3;-;    0;-
7120;8440;08;B;  10;160102; 6;u;23;  802;-;  802;-;    9;-;    7;-;  791;-;  774;-;   17;-;    0;-;    2;-;    2;-;    3;-;    4;-;    3;-;    0;-;  794;-;  771;-;   23;-;    0;-;    1;-;    4;-;    2;-;    1;-;    1;-;    0;-
7120;8440;08;B;  10;160102; 6;u;24;  687;-;  702;-;    9;-;    7;-;  676;-;  647;-;   29;-;    0;-;    1;-;    3;-;    2;-;    4;-;    4;-;    1;-;  694;-;  671;-;   22;-;    1;-;    1;-;    4;-;    0;-;    3;-;    2;-;    0;-
7120;8440;08;B;  10;160103; 7;s;01;  484;-;  455;-;    5;-;    7;-;  478;-;  465;-;   13;-;    0;-;    1;-;    0;-;    0;-;    5;-;    5;-;    0;-;  447;-;  434;-;   13;-;    0;-;    0;-;    4;-;    2;-;    1;-;    1;-;    1;-
7120;8440;08;B;  10;160103; 7;s;02;  314;-;  306;-;    4;-;    6;-;  310;-;  302;-;    5;-;    3;-;    0;-;    2;-;    0;-;    2;-;    1;-;    0;-;  300;-;  293;-;    6;-;    1;-;    0;-;    1;-;    0;-;    5;-;    3;-;    0;-
7120;8440;08;B;  10;160103; 7;s;03;  206;-;  290;-;   12;-;    3;-;  194;-;  189;-;    5;-;    0;-;    0;-;    1;-;    1;-;   10;-;   10;-;    0;-;  287;-;  282;-;    4;-;    1;-;    0;-;    2;-;    0;-;    1;-;    1;-;    0;-
7120;8440;08;B;  10;160103; 7;s;04;  145;-;  265;-;    5;-;    4;-;  138;-;  131;-;    7;-;    0;-;    2;-;    2;-;    0;-;    3;-;    3;-;    0;-;  261;-;  255;-;    6;-;    0;-;    0;-;    1;-;    1;-;    2;-;    2;-;    0;-
7120;8440;08;B;  10;160103; 7;s;05;  121;-;  216;-;    3;-;    4;-;  118;-;  109;-;    8;-;    1;-;    0;-;    2;-;    1;-;    0;-;    0;-;    0;-;  211;-;  204;-;    7;-;    0;-;    1;-;    2;-;    1;-;    1;-;    0;-;    0;-
7120;8440;08;B;  10;160103; 7;s;06;  187;-;  214;-;    4;-;    3;-;  183;-;  174;-;    9;-;    0;-;    0;-;    1;-;    0;-;    3;-;    2;-;    0;-;  210;-;  204;-;    6;-;    0;-;    1;-;    1;-;    0;-;    2;-;    2;-;    0;-
7120;8440;08;B;  10;160103; 7;s;07;  179;-;  238;-;   14;-;    6;-;  165;-;  153;-;   12;-;    0;-;    0;-;    4;-;    1;-;    9;-;    9;-;    0;-;  231;-;  210;-;   21;-;    0;-;    1;-;    2;-;    0;-;    4;-;    3;-;    0;-
7120;8440;08;B;  10;160103; 7;s;08;  160;-;  252;-;   18;-;    7;-;  141;-;  133;-;    8;-;    0;-;    1;-;   10;-;    0;-;    8;-;    8;-;    0;-;  245;-;  228;-;   17;-;    0;-;    0;-;    5;-;    2;-;    0;-;    0;-;    0;-
7120;8440;08;B;  10;160103; 7;s;09;  317;-;  353;-;   12;-;   12;-;  305;-;  290;-;   14;-;    1;-;    0;-;    5;-;    2;-;    5;-;    5;-;    0;-;  337;-;  312;-;   25;-;    0;-;    4;-;    8;-;    1;-;    3;-;    2;-;    0;-
7120;8440;08;B;  10;160103; 7;s;10;  707;-;  661;-;   10;-;   17;-;  696;-;  670;-;   26;-;    0;-;    1;-;    4;-;    1;-;    5;-;    4;-;    0;-;  643;-;  604;-;   38;-;    1;-;    1;-;    7;-;    1;-;    9;-;    9;-;    0;-
7120;8440;08;B;  10;160103; 7;s;11;  983;-; 1008;-;    6;-;   17;-;  975;-;  937;-;   38;-;    0;-;    2;-;    4;-;    1;-;    1;-;    1;-;    0;-;  989;-;  931;-;   57;-;    1;-;    2;-;    8;-;    3;-;    6;-;    5;-;    0;-
7120;8440;08;B;  10;160103; 7;s;12; 1191;-; 1302;-;   11;-;   16;-; 1176;-; 1119;-;   57;-;    0;-;    4;-;    4;-;    4;-;    3;-;    3;-;    0;-; 1285;-; 1234;-;   51;-;    0;-;    1;-;    8;-;    2;-;    6;-;    5;-;    0;-
7120;8440;08;B;  10;160103; 7;s;13; 1368;-; 1593;-;   11;-;   13;-; 1355;-; 1301;-;   54;-;    0;-;    2;-;    7;-;    3;-;    1;-;    1;-;    0;-; 1575;-; 1507;-;   67;-;    1;-;    5;-;    3;-;    4;-;    6;-;    6;-;    0;-
7120;8440;08;B;  10;160103; 7;s;14; 1503;-; 1729;-;    9;-;   11;-; 1491;-; 1442;-;   46;-;    3;-;    3;-;    1;-;    3;-;    5;-;    5;-;    0;-; 1713;-; 1656;-;   56;-;    1;-;    3;-;    9;-;    2;-;    0;-;    0;-;    2;-
7120;8440;08;B;  10;160103; 7;s;15; 1698;-; 2027;-;    8;-;    6;-; 1687;-; 1632;-;   51;-;    4;-;    3;-;    6;-;    1;-;    1;-;    1;-;    0;-; 2015;-; 1936;-;   75;-;    4;-;    4;-;    3;-;    1;-;    2;-;    2;-;    2;-
7120;8440;08;B;  10;160103; 7;s;16; 1622;-; 1817;-;    9;-;    5;-; 1611;-; 1557;-;   52;-;    2;-;    1;-;    4;-;    2;-;    3;-;    2;-;    1;-; 1806;-; 1732;-;   72;-;    2;-;    6;-;    4;-;    0;-;    1;-;    0;-;    0;-
7120;8440;08;B;  10;160103; 7;s;17; 1765;-; 1745;-;    9;-;   11;-; 1748;-; 1695;-;   50;-;    3;-;    6;-;    7;-;    1;-;    1;-;    1;-;    2;-; 1730;-; 1666;-;   64;-;    0;-;    3;-;    7;-;    2;-;    2;-;    2;-;    1;-
7120;8440;08;B;  10;160103; 7;s;18; 1840;-; 1654;-;    9;-;    6;-; 1828;-; 1772;-;   55;-;    1;-;    1;-;    5;-;    1;-;    3;-;    3;-;    2;-; 1638;-; 1580;-;   56;-;    2;-;    7;-;    3;-;    0;-;    3;-;    2;-;    3;-
7120;8440;08;B;  10;160103; 7;s;19; 1737;-; 1437;-;   13;-;    9;-; 1716;-; 1660;-;   55;-;    1;-;    5;-;    5;-;    2;-;    6;-;    5;-;    3;-; 1425;-; 1385;-;   40;-;    0;-;    3;-;    7;-;    2;-;    0;-;    0;-;    0;-
7120;8440;08;B;  10;160103; 7;s;20; 1483;-; 1144;-;   14;-;   22;-; 1462;-; 1413;-;   48;-;    1;-;    5;-;    5;-;    2;-;    7;-;    6;-;    2;-; 1119;-; 1078;-;   40;-;    1;-;    3;-;   10;-;    5;-;    7;-;    5;-;    0;-
7120;8440;08;B;  10;160103; 7;s;21; 1140;-;  925;-;   11;-;   14;-; 1127;-; 1091;-;   36;-;    0;-;    2;-;    2;-;    6;-;    3;-;    3;-;    0;-;  909;-;  883;-;   26;-;    0;-;    2;-;    3;-;    4;-;    7;-;    7;-;    0;-
7120;8440;08;B;  10;160103; 7;s;22;  898;-;  686;-;   13;-;   13;-;  882;-;  848;-;   33;-;    1;-;    2;-;    2;-;    3;-;    8;-;    8;-;    1;-;  670;-;  643;-;   27;-;    0;-;    3;-;    4;-;    5;-;    4;-;    2;-;    0;-
7120;8440;08;B;  10;160103; 7;s;23;  685;-;  690;-;   16;-;   28;-;  666;-;  641;-;   25;-;    0;-;    3;-;    3;-;    5;-;    8;-;    5;-;    0;-;  659;-;  640;-;   19;-;    0;-;    3;-;    4;-;    4;-;   20;-;   13;-;    0;-
7120;8440;08;B;  10;160103; 7;s;24;  422;-;  467;-;   24;-;   18;-;  398;-;  388;-;   10;-;    0;-;    0;-;    5;-;    5;-;   14;-;   10;-;    0;-;  448;-;  427;-;   21;-;    0;-;    1;-;    5;-;    4;-;    9;-;    6;-;    0;-
7120;8440;08;B;  10;160104; 1;u;01;  232;-;  299;-;   19;-;   25;-;  212;-;  206;-;    6;-;    0;-;    1;-;    0;-;    7;-;   12;-;    8;-;    0;-;  274;-;  265;-;    9;-;    0;-;    0;-;    7;-;    2;-;   16;-;   14;-;    0;-
7120;8440;08;B;  10;160104; 1;u;02;  153;-;  154;-;   37;-;   21;-;  115;-;  112;-;    3;-;    0;-;    1;-;    0;-;   10;-;   27;-;   23;-;    0;-;  133;-;  131;-;    2;-;    0;-;    0;-;    0;-;    6;-;   15;-;   10;-;    0;-
7120;8440;08;B;  10;160104; 1;u;03;  118;-;  122;-;   31;-;   33;-;   87;-;   78;-;    9;-;    0;-;    0;-;    0;-;   10;-;   21;-;   17;-;    0;-;   89;-;   83;-;    6;-;    0;-;    0;-;    2;-;    6;-;   25;-;   17;-;    0;-
7120;8440;08;B;  10;160104; 1;u;04;  115;-;  120;-;   40;-;   39;-;   75;-;   67;-;    8;-;    0;-;    0;-;    2;-;   16;-;   22;-;   11;-;    0;-;   80;-;   69;-;   11;-;    0;-;    1;-;    0;-;   14;-;   25;-;   17;-;    0;-
7120;8440;08;B;  10;160104; 1;u;05;  235;-;  208;-;   73;-;   55;-;  162;-;  145;-;   17;-;    0;-;    0;-;    1;-;   34;-;   38;-;   29;-;    0;-;  153;-;  125;-;   28;-;    0;-;    0;-;    1;-;   20;-;   34;-;   28;-;    0;-
7120;8440;08;B;  10;160104; 1;u;06;  990;-;  626;-;  115;-;   70;-;  874;-;  826;-;   46;-;    2;-;    1;-;    4;-;   41;-;   70;-;   51;-;    0;-;  556;-;  498;-;   57;-;    1;-;    0;-;    2;-;   27;-;   41;-;   30;-;    0;-
7120;8440;08;B;  10;160104; 1;u;07; 1682;-; 1244;-;  104;-;  122;-; 1576;-; 1477;-;   98;-;    1;-;    1;-;    8;-;   39;-;   57;-;   45;-;    1;-; 1122;-; 1019;-;  102;-;    1;-;    0;-;    5;-;   59;-;   58;-;   47;-;    0;-
7120;8440;08;B;  10;160104; 1;u;08; 1667;-; 1609;-;  140;-;  172;-; 1522;-; 1398;-;  123;-;    1;-;    5;-;    6;-;   61;-;   73;-;   60;-;    0;-; 1431;-; 1318;-;  112;-;    1;-;    5;-;    7;-;   81;-;   84;-;   67;-;    1;-
7120;8440;08;B;  10;160104; 1;u;09; 1606;-; 1378;-;  140;-;  147;-; 1460;-; 1318;-;  140;-;    2;-;    5;-;    9;-;   54;-;   77;-;   62;-;    1;-; 1229;-; 1123;-;  105;-;    1;-;    2;-;   10;-;   56;-;   81;-;   63;-;    0;-
7120;8440;08;B;  10;160104; 1;u;10; 1652;-; 1310;-;  157;-;  133;-; 1492;-; 1355;-;  136;-;    1;-;    3;-;    4;-;   63;-;   90;-;   68;-;    0;-; 1170;-; 1075;-;   95;-;    0;-;    5;-;    9;-;   47;-;   77;-;   60;-;    2;-
7120;8440;08;B;  10;160104; 1;u;11; 1775;-; 1709;-;  156;-;  164;-; 1610;-; 1499;-;  110;-;    1;-;    7;-;    7;-;   54;-;   95;-;   75;-;    2;-; 1537;-; 1390;-;  146;-;    1;-;    7;-;    6;-;   59;-;   99;-;   80;-;    1;-
7120;8440;08;B;  10;160104; 1;u;12; 1731;-; 1688;-;  151;-;  159;-; 1570;-; 1453;-;  117;-;    0;-;    7;-;    6;-;   69;-;   76;-;   64;-;    3;-; 1516;-; 1378;-;  137;-;    1;-;   12;-;    7;-;   60;-;   92;-;   71;-;    1;-
7120;8440;08;B;  10;160104; 1;u;13; 1975;-; 1945;-;  147;-;  155;-; 1817;-; 1688;-;  126;-;    3;-;    9;-;    7;-;   50;-;   90;-;   78;-;    2;-; 1778;-; 1651;-;  122;-;    5;-;    8;-;    6;-;   53;-;   96;-;   78;-;    4;-
7120;8440;08;B;  10;160104; 1;u;14; 1939;-; 2002;-;  127;-;  136;-; 1806;-; 1686;-;  119;-;    1;-;    5;-;    4;-;   40;-;   83;-;   70;-;    1;-; 1857;-; 1714;-;  141;-;    2;-;    8;-;    8;-;   48;-;   80;-;   66;-;    1;-
7120;8440;08;B;  10;160104; 1;u;15; 2089;-; 2155;-;  121;-;  104;-; 1961;-; 1847;-;  114;-;    0;-;    7;-;    9;-;   46;-;   66;-;   52;-;    0;-; 2037;-; 1882;-;  155;-;    0;-;    8;-;    5;-;   42;-;   57;-;   42;-;    6;-
7120;8440;08;B;  10;160104; 1;u;16; 2022;-; 2515;-;  140;-;  105;-; 1866;-; 1762;-;  102;-;    2;-;   15;-;    9;-;   44;-;   87;-;   66;-;    1;-; 2396;-; 2246;-;  147;-;    3;-;   12;-;    6;-;   33;-;   66;-;   47;-;    2;-
7120;8440;08;B;  10;160104; 1;u;17; 2202;-; 2628;-;  100;-;  102;-; 2093;-; 1990;-;  103;-;    0;-;    6;-;    9;-;   27;-;   64;-;   42;-;    3;-; 2509;-; 2353;-;  152;-;    4;-;   12;-;    6;-;   24;-;   72;-;   60;-;    5;-
