TKNR;Zst;Land;Strklas;Strnum;Datum;Wotag;Fahrtzw;Stunde;KFZ_R1;K_KFZ_R1;KFZ_R2;K_KFZ_R2;Lkw_R1;K_Lkw_R1;Lkw_R2;K_Lkw_R2;PLZ_R1;K_PLZ_R1;Pkw_R1;K_Pkw_R1;Lfw_R1;K_Lfw_R1;Mot_R1;K_Mot_R1;PmA_R1;K_PmA_R1;Bus_R1;K_Bus_R1;LoA_R1;K_LoA_R1;Lzg_R1;K_Lzg_R1;Sat_R1;K_Sat_R1;Son_R1;K_Son_R1;PLZ_R2;K_PLZ_R2;Pkw_R2;K_Pkw_R2;Lfw_R2;K_Lfw_R2;Mot_R2;K_Mot_R2;PmA_R2;K_PmA_R2;Bus_R2;K_Bus_R2;LoA_R2;K_LoA_R2;Lzg_R2;K_Lzg_R2;Sat_R2;K_Sat_R2;Son_R2;K_Son_R2
7120;8440;08;B;  10;170101; 7;s;11;  375;-;  477;-;    5;-;    6;-;  370;-;  365;-;    5;-;    0;-;    0;-;    4;-;    0;-;    1;-;    1;-;    0;-;  471;-;  460;-;   11;-;    0;-;    0;-;    3;-;    1;-;    2;-;    2;-;    0;-
7120;8440;08;B;  10;170101; 7;s;12;  594;-;  975;-;   13;-;    9;-;  579;-;  559;-;   20;-;    0;-;    2;-;    5;-;    2;-;    6;-;    6;-;    0;-;  961;-;  927;-;   33;-;    1;-;    5;-;    2;-;    3;-;    4;-;    4;-;    0;-
7120;8440;08;B;  10;170101; 7;s;13;  965;-; 1382;-;    5;-;   14;-;  958;-;  934;-;   24;-;    0;-;    1;-;    1;-;    1;-;    3;-;    3;-;    1;-; 1366;-; 1325;-;   41;-;    0;-;    1;-;    6;-;    2;-;    6;-;    6;-;    1;-
7120;8440;08;B;  10;170101; 7;s;14; 1176;-; 1459;-;    8;-;    8;-; 1167;-; 1125;-;   42;-;    0;-;    1;-;    4;-;    3;-;    1;-;    1;-;    0;-; 1448;-; 1402;-;   46;-;    0;-;    3;-;    4;-;    2;-;    2;-;    2;-;    0;-
7120;8440;08;B;  10;170101; 7;s;15; 1546;-; 1552;-;   10;-;   11;-; 1531;-; 1479;-;   52;-;    0;-;    3;-;    5;-;    1;-;    4;-;    4;-;    2;-; 1538;-; 1487;-;   51;-;    0;-;    3;-;    2;-;    3;-;    6;-;    5;-;    0;-
7120;8440;08;B;  10;170101; 7;s;16; 1739;-; 1661;-;    9;-;    4;-; 1726;-; 1679;-;   47;-;    0;-;    2;-;    4;-;    4;-;    1;-;    1;-;    2;-; 1651;-; 1595;-;   56;-;    0;-;    6;-;    1;-;    0;-;    3;-;    2;-;    0;-
7120;8440;08;B;  10;170101; 7;s;17; 1675;-; 1657;-;   10;-;    7;-; 1664;-; 1625;-;   37;-;    2;-;    1;-;    4;-;    5;-;    1;-;    1;-;    0;-; 1644;-; 1594;-;   50;-;    0;-;    4;-;    4;-;    1;-;    2;-;    2;-;    2;-
7120;8440;08;B;  10;170101; 7;s;18; 1689;-; 1466;-;   11;-;    9;-; 1675;-; 1632;-;   43;-;    0;-;    3;-;    3;-;    6;-;    2;-;    2;-;    0;-; 1455;-; 1412;-;   43;-;    0;-;    2;-;    4;-;    4;-;    1;-;    1;-;    0;-
7120;8440;08;B;  10;170101; 7;s;19; 1613;-; 1297;-;   14;-;   12;-; 1594;-; 1552;-;   41;-;    1;-;    4;-;    3;-;    6;-;    5;-;    5;-;    1;-; 1285;-; 1244;-;   41;-;    0;-;    0;-;    6;-;    4;-;    2;-;    2;-;    0;-
7120;8440;08;B;  10;170101; 7;s;20; 1336;-;  963;-;   11;-;    8;-; 1322;-; 1277;-;   45;-;    0;-;    1;-;    4;-;    3;-;    4;-;    4;-;    2;-;  955;-;  928;-;   26;-;    1;-;    0;-;    3;-;    2;-;    3;-;    2;-;    0;-
7120;8440;08;B;  10;170101; 7;s;21;  976;-;  753;-;   12;-;    9;-;  962;-;  938;-;   24;-;    0;-;    2;-;    1;-;    4;-;    7;-;    5;-;    0;-;  743;-;  722;-;   21;-;    0;-;    1;-;    5;-;    1;-;    3;-;    3;-;    0;-
7120;8440;08;B;  10;170101; 7;s;22;  707;-;  562;-;   10;-;   10;-;  697;-;  669;-;   27;-;    1;-;    0;-;    0;-;    2;-;    8;-;    6;-;    0;-;  552;-;  540;-;   11;-;    1;-;    0;-;    1;-;    3;-;    6;-;    5;-;    0;-
7120;8440;08;B;  10;170101; 7;s;23;  512;-;  418;-;   13;-;   19;-;  498;-;  488;-;   10;-;    0;-;    1;-;    2;-;    6;-;    5;-;    4;-;    0;-;  398;-;  387;-;   11;-;    0;-;    0;-;    4;-;    3;-;   12;-;    7;-;    1;-
7120;8440;08;B;  10;170101; 7;s;24;  355;-;  317;-;   13;-;   12;-;  342;-;  325;-;   17;-;    0;-;    0;-;    2;-;    1;-;   10;-;    8;-;    0;-;  305;-;  287;-;   17;-;    1;-;    0;-;    1;-;    4;-;    7;-;    5;-;    0;-
7120;8440;08;B;  10;170102; 1;u;01;  187;-;  186;-;   18;-;   14;-;  169;-;  159;-;   10;-;    0;-;    0;-;    1;-;    8;-;    9;-;    7;-;    0;-;  172;-;  167;-;    5;-;    0;-;    0;-;    1;-;    5;-;    8;-;    6;-;    0;-
7120;8440;08;B;  10;170102; 1;u;02;  114;-;  101;-;   24;-;    8;-;   89;-;   86;-;    3;-;    0;-;    0;-;    0;-;    7;-;   17;-;   12;-;    1;-;   93;-;   88;-;    5;-;    0;-;    0;-;    0;-;    0;-;    8;-;    8;-;    0;-
7120;8440;08;B;  10;170102; 1;u;03;   96;-;   95;-;   28;-;   19;-;   68;-;   62;-;    6;-;    0;-;    0;-;    0;-;   13;-;   15;-;   15;-;    0;-;   76;-;   69;-;    7;-;    0;-;    0;-;    1;-;    6;-;   12;-;   11;-;    0;-
7120;8440;08;B;  10;170102; 1;u;04;  101;-;  133;-;   31;-;   42;-;   70;-;   56;-;   14;-;    0;-;    0;-;    1;-;   14;-;   16;-;    9;-;    0;-;   91;-;   79;-;   12;-;    0;-;    0;-;    1;-;   19;-;   22;-;   17;-;    0;-
7120;8440;08;B;  10;170102; 1;u;05;  215;-;  197;-;   56;-;   49;-;  159;-;  146;-;   13;-;    0;-;    0;-;    1;-;   30;-;   25;-;   18;-;    0;-;  147;-;  133;-;   14;-;    0;-;    1;-;    1;-;   21;-;   27;-;   22;-;    0;-
7120;8440;08;B;  10;170102; 1;u;06;  952;-;  623;-;   92;-;   89;-;  858;-;  813;-;   43;-;    2;-;    1;-;    4;-;   28;-;   60;-;   42;-;    1;-;  533;-;  493;-;   40;-;    0;-;    0;-;    2;-;   36;-;   51;-;   38;-;    1;-
7120;8440;08;B;  10;170102; 1;u;07; 1722;-; 1151;-;  143;-;  130;-; 1576;-; 1467;-;  109;-;    0;-;    1;-;    7;-;   54;-;   82;-;   61;-;    2;-; 1018;-;  932;-;   86;-;    0;-;    2;-;    7;-;   62;-;   61;-;   49;-;    1;-
7120;8440;08;B;  10;170102; 1;u;08; 1729;-; 1517;-;  157;-;  166;-; 1569;-; 1425;-;  143;-;    1;-;    3;-;    5;-;   71;-;   81;-;   61;-;    0;-; 1346;-; 1259;-;   86;-;    1;-;    5;-;    7;-;   70;-;   89;-;   69;-;    0;-
7120;8440;08;B;  10;170102; 1;u;09; 1537;-; 1404;-;  156;-;  187;-; 1379;-; 1222;-;  157;-;    0;-;    1;-;    6;-;   75;-;   75;-;   59;-;    1;-; 1212;-; 1107;-;  105;-;    0;-;    4;-;    5;-;   73;-;  109;-;   87;-;    1;-
7120;8440;08;B;  10;170102; 1;u;10; 1474;-; 1320;-;  161;-;  146;-; 1306;-; 1165;-;  140;-;    1;-;    7;-;    6;-;   61;-;   94;-;   72;-;    0;-; 1171;-; 1049;-;  122;-;    0;-;    2;-;    7;-;   57;-;   82;-;   61;-;    1;-
7120;8440;08;B;  10;170102; 1;u;11; 1515;-; 1641;-;  171;-;  186;-; 1335;-; 1241;-;   94;-;    0;-;    8;-;    8;-;   69;-;   94;-;   80;-;    1;-; 1449;-; 1295;-;  154;-;    0;-;    6;-;    7;-;   66;-;  113;-;   89;-;    0;-
7120;8440;08;B;  10;170102; 1;u;12; 1613;-; 1704;-;  139;-;  175;-; 1463;-; 1357;-;  106;-;    0;-;    8;-;    3;-;   56;-;   80;-;   62;-;    3;-; 1522;-; 1380;-;  140;-;    2;-;    7;-;    3;-;   71;-;  101;-;   80;-;    0;-
7120;8440;08;B;  10;170102; 1;u;13; 1764;-; 1918;-;  156;-;  164;-; 1604;-; 1489;-;  115;-;    0;-;    2;-;    6;-;   58;-;   92;-;   68;-;    2;-; 1749;-; 1599;-;  147;-;    3;-;    3;-;    5;-;   58;-;  101;-;   79;-;    2;-
7120;8440;08;B;  10;170102; 1;u;14; 1945;-; 1996;-;  151;-;  166;-; 1787;-; 1679;-;  108;-;    0;-;    6;-;    3;-;   55;-;   93;-;   70;-;    1;-; 1819;-; 1688;-;  131;-;    0;-;   11;-;    6;-;   68;-;   92;-;   80;-;    0;-
7120;8440;08;B;  10;170102; 1;u;15; 2001;-; 2126;-;  129;-;  128;-; 1865;-; 1759;-;  106;-;    0;-;    6;-;    5;-;   58;-;   66;-;   56;-;    1;-; 1996;-; 1879;-;  117;-;    0;-;    2;-;    6;-;   52;-;   70;-;   51;-;    0;-
7120;8440;08;B;  10;170102; 1;u;16; 2061;-; 2421;-;  121;-;  140;-; 1934;-; 1838;-;   96;-;    0;-;    6;-;    9;-;   43;-;   69;-;   50;-;    0;-; 2274;-; 2152;-;  122;-;    0;-;    5;-;    7;-;   36;-;   97;-;   79;-;    2;-
7120;8440;08;B;  10;170102; 1;u;17; 2233;-; 2663;-;   76;-;  107;-; 2148;-; 2036;-;  110;-;    2;-;    8;-;    3;-;   26;-;   47;-;   34;-;    1;-; 2553;-; 2402;-;  150;-;    1;-;    2;-;    5;-;   31;-;   71;-;   54;-;    1;-
7120;8440;08;B;  10;170102; 1;u;18; 2128;-; 2276;-;   76;-;   71;-; 2046;-; 1946;-;  100;-;    0;-;    4;-;    6;-;   24;-;   46;-;   39;-;    2;-; 2200;-; 2066;-;  134;-;    0;-;    4;-;   12;-;   21;-;   38;-;   25;-;    1;-
7120;8440;08;B;  10;170102; 1;u;19; 1689;-; 1703;-;   50;-;   50;-; 1633;-; 1556;-;   77;-;    0;-;    4;-;    7;-;   11;-;   32;-;   28;-;    2;-; 1638;-; 1561;-;   77;-;    0;-;   11;-;    7;-;   11;-;   32;-;   25;-;    4;-
7120;8440;08;B;  10;170102; 1;u;20; 1317;-; 1230;-;   36;-;   46;-; 1279;-; 1214;-;   64;-;    1;-;    2;-;    3;-;   15;-;   18;-;    9;-;    0;-; 1181;-; 1125;-;   54;-;    2;-;    3;-;    8;-;   12;-;   26;-;   17;-;    0;-
7120;8440;08;B;  10;170102; 1;u;21; 1085;-;  931;-;   36;-;   29;-; 1046;-;  998;-;   47;-;    1;-;    3;-;    2;-;    8;-;   26;-;   21;-;    0;-;  901;-;  860;-;   41;-;    0;-;    1;-;    3;-;    5;-;   21;-;   12;-;    0;-
7120;8440;08;B;  10;170102; 1;u;22;  712;-;  638;-;   38;-;   36;-;  671;-;  640;-;   29;-;    2;-;    2;-;    4;-;    8;-;   26;-;   16;-;    1;-;  599;-;  569;-;   30;-;    0;-;    3;-;    3;-;    9;-;   24;-;   18;-;    0;-
7120;8440;08;B;  10;170102; 1;u;23;  562;-;  691;-;   27;-;   27;-;  535;-;  500;-;   35;-;    0;-;    0;-;    3;-;    5;-;   19;-;   15;-;    0;-;  664;-;  626;-;   38;-;    0;-;    0;-;    5;-;    8;-;   14;-;    6;-;    0;-
7120;8440;08;B;  10;170102; 1;u;24;  367;-;  451;-;   25;-;   26;-;  340;-;  320;-;   20;-;    0;-;    2;-;    3;-;    7;-;   15;-;   13;-;    0;-;  425;-;  411;-;   14;-;    0;-;    0;-;    3;-;    5;-;   18;-;   11;-;    0;-
7120;8440;08;B;  10;170103; 2;u;01;  221;-;  246;-;   26;-;   26;-;  195;-;  183;-;   12;-;    0;-;    0;-;    2;-;    8;-;   16;-;   11;-;    0;-;  220;-;  200;-;   19;-;    1;-;    0;-;    0;-;    4;-;   22;-;   20;-;    0;-
7120;8440;08;B;  10;170103; 2;u;02;  171;-;  133;-;   45;-;   24;-;  126;-;  122;-;    4;-;    0;-;    0;-;    0;-;   14;-;   31;-;   21;-;    0;-;  109;-;  104;-;    5;-;    0;-;    0;-;    1;-;    6;-;   17;-;   10;-;    0;-
7120;8440;08;B;  10;170103; 2;u;03;  146;-;  107;-;   52;-;   31;-;   94;-;   74;-;   20;-;    0;-;    0;-;    0;-;   13;-;   39;-;   27;-;    0;-;   76;-;   70;-;    6;-;    0;-;    0;-;    0;-;   10;-;   21;-;   15;-;    0;-
7120;8440;08;B;  10;170103; 2;u;04;  155;-;  135;-;   60;-;   38;-;   95;-;   79;-;   16;-;    0;-;    0;-;    0;-;   21;-;   39;-;   23;-;    0;-;   96;-;   83;-;   13;-;    0;-;    1;-;    1;-;   17;-;   20;-;   16;-;    0;-
7120;8440;08;B;  10;170103; 2;u;05;  253;-;  226;-;   67;-;   60;-;  183;-;  150;-;   33;-;    0;-;    2;-;    2;-;   37;-;   28;-;   17;-;    1;-;  165;-;  137;-;   28;-;    0;-;    1;-;    1;-;   22;-;   37;-;   29;-;    0;-
7120;8440;08;B;  10;170103; 2;u;06; 1034;-;  674;-;  122;-;  108;-;  911;-;  853;-;   57;-;    1;-;    0;-;    3;-;   35;-;   84;-;   57;-;    1;-;  566;-;  506;-;   60;-;    0;-;    0;-;    1;-;   48;-;   59;-;   43;-;    0;-
7120;8440;08;B;  10;170103; 2;u;07; 1866;-; 1329;-;  166;-;  164;-; 1696;-; 1587;-;  109;-;    0;-;    2;-;    5;-;   54;-;  107;-;   78;-;    2;-; 1162;-; 1053;-;  107;-;    2;-;    2;-;    6;-;   59;-;   99;-;   77;-;    1;-
7120;8440;08;B;  10;170103; 2;u;08; 1860;-; 1681;-;  167;-;  213;-; 1688;-; 1559;-;  128;-;    1;-;    4;-;    6;-;   65;-;   96;-;   69;-;    1;-; 1465;-; 1353;-;  112;-;    0;-;    3;-;    8;-;   88;-;  117;-;   91;-;    0;-
7120;8440;08;B;  10;170103; 2;u;09; 1718;-; 1553;-;  178;-;  181;-; 1537;-; 1376;-;  161;-;    0;-;    2;-;    5;-;   67;-;  106;-;   80;-;    1;-; 1366;-; 1254;-;  111;-;    1;-;    6;-;    4;-;   71;-;  106;-;   78;-;    0;-
7120;8440;08;B;  10;170103; 2;u;10; 1721;-; 1488;-;  227;-;  186;-; 1489;-; 1351;-;  138;-;    0;-;    5;-;    6;-;   63;-;  158;-;  125;-;    0;-; 1298;-; 1178;-;  119;-;    1;-;    2;-;    6;-;   55;-;  125;-;   93;-;    2;-
7120;8440;08;B;  10;170103; 2;u;11; 1696;-; 1631;-;  193;-;  190;-; 1497;-; 1372;-;  124;-;    1;-;    6;-;    6;-;   57;-;  130;-;  104;-;    0;-; 1430;-; 1277;-;  152;-;    1;-;    9;-;    4;-;   58;-;  128;-;  100;-;    2;-
7120;8440;08;B;  10;170103; 2;u;12; 1832;-; 1789;-;  197;-;  197;-; 1628;-; 1495;-;  133;-;    0;-;    6;-;    5;-;   52;-;  140;-;  113;-;    1;-; 1587;-; 1423;-;  164;-;    0;-;    5;-;    2;-;   51;-;  144;-;  111;-;    0;-
7120;8440;08;B;  10;170103; 2;u;13; 1948;-; 1867;-;  163;-;  181;-; 1772;-; 1659;-;  113;-;    0;-;    9;-;    5;-;   47;-;  111;-;   97;-;    4;-; 1678;-; 1536;-;  142;-;    0;-;    7;-;    3;-;   61;-;  117;-;   97;-;    1;-
7120;8440;08;B;  10;170103; 2;u;14; 2107;-; 1984;-;  171;-;  172;-; 1929;-; 1803;-;  125;-;    1;-;    5;-;    3;-;   64;-;  104;-;   83;-;    2;-; 1800;-; 1646;-;  152;-;    2;-;   11;-;    3;-;   55;-;  114;-;   96;-;    1;-
7120;8440;08;B;  10;170103; 2;u;15; 2190;-; 2376;-;  176;-;  161;-; 2008;-; 1861;-;  147;-;    0;-;    5;-;    4;-;   57;-;  115;-;   91;-;    1;-; 2202;-; 2037;-;  165;-;    0;-;   11;-;    4;-;   46;-;  111;-;   91;-;    2;-
7120;8440;08;B;  10;170103; 2;u;16; 2199;-; 2630;-;  169;-;  135;-; 2021;-; 1899;-;  121;-;    1;-;    8;-;    7;-;   60;-;  102;-;   80;-;    1;-; 2485;-; 2298;-;  186;-;    1;-;    5;-;    7;-;   38;-;   90;-;   69;-;    5;-
7120;8440;08;B;  10;170103; 2;u;17; 2350;-; 2870;-;  112;-;  113;-; 2224;-; 2088;-;  135;-;    1;-;   11;-;    4;-;   37;-;   71;-;   53;-;    3;-; 2748;-; 2590;-;  157;-;    1;-;    6;-;    8;-;   37;-;   68;-;   50;-;    3;-
7120;8440;08;B;  10;170103; 2;u;18; 2347;-; 2649;-;   92;-;   92;-; 2244;-; 2164;-;   79;-;    1;-;   11;-;    6;-;   22;-;   64;-;   51;-;    0;-; 2543;-; 2401;-;  142;-;    0;-;   12;-;    7;-;   29;-;   56;-;   50;-;    2;-
7120;8440;08;B;  10;170103; 2;u;19; 1883;-; 1983;-;   57;-;   67;-; 1823;-; 1739;-;   83;-;    1;-;    2;-;    5;-;   16;-;   36;-;   29;-;    1;-; 1909;-; 1807;-;  102;-;    0;-;    5;-;    8;-;   10;-;   49;-;   34;-;    2;-
7120;8440;08;B;  10;170103; 2;u;20; 1437;-; 1444;-;   52;-;   43;-; 1379;-; 1303;-;   76;-;    0;-;    4;-;    2;-;    5;-;   45;-;   35;-;    2;-; 1391;-; 1311;-;   79;-;    1;-;    8;-;    4;-;    9;-;   30;-;   19;-;    2;-
7120;8440;08;B;  10;170103; 2;u;21;  994;-; 1100;-;   44;-;   45;-;  946;-;  901;-;   44;-;    1;-;    4;-;    3;-;   11;-;   30;-;   24;-;    0;-; 1053;-; 1005;-;   48;-;    0;-;    2;-;    5;-;    5;-;   35;-;   24;-;    0;-
7120;8440;08;B;  10;170103; 2;u;22;  728;-;  773;-;   40;-;   44;-;  685;-;  652;-;   33;-;    0;-;    3;-;    2;-;    4;-;   34;-;   22;-;    0;-;  726;-;  693;-;   32;-;    1;-;    3;-;    4;-;    7;-;   33;-;   24;-;    0;-
7120;8440;08;B;  10;170103; 2;u;23;  575;-;  775;-;   34;-;   35;-;  538;-;  515;-;   23;-;    0;-;    2;-;    2;-;    7;-;   25;-;   19;-;    1;-;  738;-;  694;-;   44;-;    0;-;    1;-;    2;-;    8;-;   25;-;   15;-;    1;-
7120;8440;08;B;  10;170103; 2;u;24;  358;-;  578;-;   19;-;   30;-;  339;-;  321;-;   18;-;    0;-;    0;-;    3;-;    4;-;   12;-;   10;-;    0;-;  548;-;  524;-;   24;-;    0;-;    0;-;    3;-;    2;-;   25;-;   16;-;    0;-
7120;8440;08;B;  10;170104; 3;u;01;  204;-;  264;-;   35;-;   29;-;  165;-;  155;-;   10;-;    0;-;    2;-;    1;-;    9;-;   25;-;   17;-;    2;-;  234;-;  227;-;    7;-;    0;-;    1;-;    0;-;    4;-;   25;-;   18;-;    0;-
7120;8440;08;B;  10;170104; 3;u;02;  153;-;  161;-;   26;-;   28;-;  127;-;  113;-;   13;-;    1;-;    0;-;    0;-;    8;-;   18;-;   13;-;    0;-;  132;-;  124;-;    8;-;    0;-;    0;-;    0;-;    6;-;   22;-;   15;-;    1;-
7120;8440;08;B;  10;170104; 3;u;03;  131;-;  116;-;   51;-;   34;-;   80;-;   68;-;   12;-;    0;-;    0;-;    0;-;   20;-;   31;-;   19;-;    0;-;   82;-;   76;-;    6;-;    0;-;    0;-;    0;-;    9;-;   25;-;   20;-;    0;-
7120;8440;08;B;  10;170104; 3;u;04;  160;-;  145;-;   69;-;   51;-;   90;-;   69;-;   21;-;    0;-;    0;-;    0;-;   26;-;   43;-;   22;-;    1;-;   93;-;   74;-;   19;-;    0;-;    0;-;    1;-;   19;-;   31;-;   26;-;    1;-
7120;8440;08;B;  10;170104; 3;u;05;  267;-;  205;-;   74;-;   55;-;  192;-;  165;-;   27;-;    0;-;    0;-;    2;-;   32;-;   40;-;   24;-;    1;-;  149;-;  113;-;   36;-;    0;-;    0;-;    2;-;   24;-;   29;-;   18;-;    1;-
7120;8440;08;B;  10;170104; 3;u;06; 1102;-;  649;-;  116;-;  104;-;  982;-;  923;-;   59;-;    0;-;    1;-;    4;-;   34;-;   78;-;   60;-;    3;-;  544;-;  494;-;   50;-;    0;-;    1;-;    1;-;   45;-;   58;-;   45;-;    0;-
7120;8440;08;B;  10;170104; 3;u;07; 1894;-; 1374;-;  207;-;  169;-; 1679;-; 1563;-;  116;-;    0;-;    2;-;    5;-;   66;-;  136;-;  108;-;    6;-; 1197;-; 1088;-;  107;-;    2;-;    4;-;    5;-;   65;-;   99;-;   82;-;    4;-
7120;8440;08;B;  10;170104; 3;u;08; 1974;-; 1730;-;  198;-;  203;-; 1768;-; 1632;-;  136;-;    0;-;    5;-;    5;-;   70;-;  123;-;  100;-;    3;-; 1522;-; 1395;-;  126;-;    1;-;    3;-;    6;-;   90;-;  107;-;   82;-;    2;-
7120;8440;08;B;  10;170104; 3;u;09; 1892;-; 1554;-;  225;-;  189;-; 1659;-; 1478;-;  179;-;    2;-;    4;-;    5;-;   69;-;  151;-;  127;-;    4;-; 1354;-; 1230;-;  124;-;    0;-;    9;-;    6;-;   58;-;  125;-;   93;-;    2;-
7120;8440;08;B;  10;170104; 3;u;10; 1681;-; 1471;-;  207;-;  210;-; 1468;-; 1328;-;  139;-;    1;-;    5;-;    5;-;   65;-;  137;-;  117;-;    1;-; 1259;-; 1108;-;  150;-;    1;-;    2;-;    6;-;   58;-;  146;-;  120;-;    0;-
7120;8440;08;B;  10;170104; 3;u;11; 1726;-; 1602;-;  236;-;  247;-; 1484;-; 1356;-;  126;-;    2;-;    4;-;    7;-;   87;-;  142;-;  112;-;    2;-; 1350;-; 1212;-;  137;-;    1;-;    5;-;    4;-;   83;-;  160;-;  136;-;    0;-
7120;8440;08;B;  10;170104; 3;u;12; 1760;-; 1651;-;  202;-;  215;-; 1550;-; 1424;-;  125;-;    1;-;    8;-;    4;-;   61;-;  137;-;  107;-;    0;-; 1429;-; 1274;-;  154;-;    1;-;    7;-;    2;-;   71;-;  142;-;  118;-;    0;-
7120;8440;08;B;  10;170104; 3;u;13; 1782;-; 1814;-;  173;-;  203;-; 1601;-; 1484;-;  117;-;    0;-;    8;-;    5;-;   54;-;  114;-;   90;-;    0;-; 1603;-; 1467;-;  134;-;    2;-;    7;-;    5;-;   63;-;  135;-;  112;-;    1;-
7120;8440;08;B;  10;170104; 3;u;14; 2037;-; 2092;-;  185;-;  190;-; 1844;-; 1721;-;  123;-;    0;-;    7;-;    4;-;   64;-;  117;-;   94;-;    1;-; 1884;-; 1738;-;  146;-;    0;-;   15;-;    4;-;   70;-;  116;-;   99;-;    3;-
7120;8440;08;B;  10;170104; 3;u;15; 1986;-; 2297;-;  156;-;  172;-; 1819;-; 1690;-;  129;-;    0;-;   10;-;    4;-;   57;-;   95;-;   75;-;    1;-; 2115;-; 1962;-;  153;-;    0;-;    9;-;    4;-;   59;-;  109;-;   93;-;    1;-
7120;8440;08;B;  10;170104; 3;u;16; 2056;-; 2674;-;  144;-;  150;-; 1901;-; 1774;-;  127;-;    0;-;    5;-;    7;-;   52;-;   85;-;   72;-;    6;-; 2516;-; 2339;-;  177;-;    0;-;    7;-;    6;-;   39;-;  105;-;   88;-;    1;-
7120;8440;08;B;  10;170104; 3;u;17; 2242;-; 2862;-;   89;-;  133;-; 2145;-; 2007;-;  137;-;    1;-;    5;-;    4;-;   32;-;   53;-;   43;-;    3;-; 2719;-; 2533;-;  184;-;    2;-;    8;-;    6;-;   33;-;   94;-;   73;-;    2;-
