TKNR;Zst;Land;Strklas;Strnum;Datum;Wotag;Fahrtzw;Stunde;KFZ_R1;K_KFZ_R1;KFZ_R2;K_KFZ_R2;Lkw_R1;K_Lkw_R1;Lkw_R2;K_Lkw_R2;PLZ_R1;K_PLZ_R1;Pkw_R1;K_Pkw_R1;Lfw_R1;K_Lfw_R1;Mot_R1;K_Mot_R1;PmA_R1;K_PmA_R1;Bus_R1;K_Bus_R1;LoA_R1;K_LoA_R1;Lzg_R1;K_Lzg_R1;Sat_R1;K_Sat_R1;Son_R1;K_Son_R1;PLZ_R2;K_PLZ_R2;Pkw_R2;K_Pkw_R2;Lfw_R2;K_Lfw_R2;Mot_R2;K_Mot_R2;PmA_R2;K_PmA_R2;Bus_R2;K_Bus_R2;LoA_R2;K_LoA_R2;Lzg_R2;K_Lzg_R2;Sat_R2;K_Sat_R2;Son_R2;K_Son_R2
7120;8440;08;B;  10;090103; 6;u;09;  577;-;  599;-;   37;-;   43;-;  534;-;  490;-;   43;-;    1;-;    6;-;    4;-;   21;-;   12;-;    7;-;    0;-;  553;-;  509;-;   44;-;    0;-;    3;-;    1;-;   27;-;   15;-;    9;-;    0;-
7120;8440;08;B;  10;090103; 6;u;10;  948;-; 1002;-;   36;-;   33;-;  902;-;  838;-;   63;-;    1;-;    9;-;    2;-;   18;-;   16;-;   13;-;    1;-;  959;-;  880;-;   79;-;    0;-;    5;-;    2;-;   21;-;   10;-;    8;-;    5;-
7120;8440;08;B;  10;090103; 6;u;11; 1261;-; 1254;-;   37;-;   35;-; 1213;-; 1128;-;   84;-;    1;-;    8;-;    6;-;   15;-;   16;-;   11;-;    3;-; 1210;-; 1130;-;   79;-;    1;-;    8;-;    3;-;   24;-;    8;-;    6;-;    1;-
7120;8440;08;B;  10;090103; 6;u;12; 1480;-; 1544;-;   43;-;   31;-; 1424;-; 1309;-;  114;-;    1;-;    9;-;    2;-;   26;-;   15;-;   12;-;    4;-; 1500;-; 1407;-;   92;-;    1;-;    8;-;    1;-;   24;-;    6;-;    3;-;    5;-
7120;8440;08;B;  10;090103; 6;u;13; 1508;-; 1706;-;   33;-;   40;-; 1460;-; 1376;-;   83;-;    1;-;    8;-;    3;-;   16;-;   14;-;    8;-;    7;-; 1650;-; 1551;-;   97;-;    2;-;   10;-;    1;-;   26;-;   13;-;    9;-;    6;-
7120;8440;08;B;  10;090103; 6;u;14; 1676;-; 1841;-;   25;-;   29;-; 1642;-; 1553;-;   88;-;    1;-;    4;-;    5;-;   14;-;    6;-;    5;-;    5;-; 1799;-; 1668;-;  131;-;    0;-;    8;-;    2;-;   16;-;   11;-;    9;-;    5;-
7120;8440;08;B;  10;090103; 6;u;15; 1773;-; 1878;-;   17;-;   23;-; 1743;-; 1635;-;  104;-;    4;-;    7;-;    3;-;   11;-;    3;-;    3;-;    6;-; 1835;-; 1740;-;   94;-;    1;-;   10;-;    2;-;   12;-;    9;-;    4;-;   10;-
7120;8440;08;B;  10;090103; 6;u;16; 1731;-; 1808;-;   19;-;   17;-; 1696;-; 1603;-;   92;-;    1;-;   10;-;    3;-;    7;-;    9;-;    5;-;    6;-; 1772;-; 1670;-;  100;-;    2;-;    5;-;    2;-;    8;-;    7;-;    3;-;   14;-
7120;8440;08;B;  10;090103; 6;u;17; 1713;-; 1806;-;   28;-;   23;-; 1676;-; 1586;-;   90;-;    0;-;    4;-;    1;-;   23;-;    4;-;    4;-;    5;-; 1767;-; 1663;-;  101;-;    3;-;    8;-;    2;-;   10;-;   11;-;    9;-;    8;-
7120;8440;08;B;  10;090103; 6;u;18; 1649;-; 1814;-;   17;-;   12;-; 1624;-; 1510;-;  113;-;    1;-;    3;-;    1;-;   13;-;    3;-;    1;-;    5;-; 1787;-; 1685;-;   99;-;    3;-;   10;-;    1;-;    6;-;    5;-;    4;-;    5;-
7120;8440;08;B;  10;090103; 6;u;19; 1553;-; 1546;-;   12;-;   17;-; 1536;-; 1463;-;   72;-;    1;-;    2;-;    1;-;    4;-;    7;-;    7;-;    3;-; 1519;-; 1446;-;   72;-;    1;-;    7;-;    2;-;   12;-;    3;-;    3;-;    3;-
7120;8440;08;B;  10;090103; 6;u;20; 1439;-; 1124;-;   14;-;   14;-; 1419;-; 1344;-;   74;-;    1;-;    4;-;    2;-;    8;-;    4;-;    2;-;    2;-; 1102;-; 1049;-;   53;-;    0;-;    6;-;    4;-;    8;-;    2;-;    0;-;    2;-
7120;8440;08;B;  10;090103; 6;u;21; 1011;-;  894;-;   11;-;    7;-;  992;-;  934;-;   58;-;    0;-;    4;-;    2;-;    6;-;    3;-;    3;-;    4;-;  881;-;  844;-;   37;-;    0;-;    3;-;    0;-;    4;-;    3;-;    2;-;    3;-
7120;8440;08;B;  10;090103; 6;u;22;  784;-;  615;-;    7;-;    7;-;  777;-;  735;-;   42;-;    0;-;    0;-;    2;-;    2;-;    3;-;    0;-;    0;-;  607;-;  571;-;   36;-;    0;-;    1;-;    1;-;    4;-;    2;-;    2;-;    0;-
7120;8440;08;B;  10;090103; 6;u;23;  674;-;  678;-;    7;-;   13;-;  663;-;  632;-;   30;-;    1;-;    3;-;    1;-;    4;-;    2;-;    2;-;    1;-;  665;-;  649;-;   15;-;    1;-;    0;-;    1;-;    5;-;    7;-;    4;-;    0;-
7120;8440;08;B;  10;090103; 6;u;24;  696;-;  646;-;   14;-;    6;-;  676;-;  646;-;   30;-;    0;-;    3;-;    1;-;    4;-;    9;-;    7;-;    3;-;  637;-;  609;-;   28;-;    0;-;    2;-;    1;-;    3;-;    2;-;    2;-;    1;-
7120;8440;08;B;  10;090104; 7;s;01;  437;-;  448;-;    4;-;   12;-;  431;-;  412;-;   19;-;    0;-;    1;-;    2;-;    1;-;    1;-;    1;-;    1;-;  435;-;  414;-;   20;-;    1;-;    0;-;    3;-;    6;-;    3;-;    3;-;    1;-
7120;8440;08;B;  10;090104; 7;s;02;  283;-;  408;-;    7;-;    3;-;  276;-;  262;-;   14;-;    0;-;    0;-;    0;-;    4;-;    3;-;    3;-;    0;-;  405;-;  389;-;   15;-;    1;-;    0;-;    1;-;    1;-;    1;-;    1;-;    0;-
7120;8440;08;B;  10;090104; 7;s;03;  172;-;  295;-;    5;-;    1;-;  167;-;  156;-;   11;-;    0;-;    0;-;    0;-;    3;-;    2;-;    2;-;    0;-;  293;-;  283;-;   10;-;    0;-;    0;-;    0;-;    0;-;    1;-;    1;-;    1;-
7120;8440;08;B;  10;090104; 7;s;04;  134;-;  316;-;    4;-;    0;-;  130;-;  118;-;   12;-;    0;-;    0;-;    0;-;    2;-;    2;-;    2;-;    0;-;  316;-;  307;-;    9;-;    0;-;    0;-;    0;-;    0;-;    0;-;    0;-;    0;-
7120;8440;08;B;  10;090104; 7;s;05;  113;-;  276;-;    5;-;    7;-;  108;-;  103;-;    5;-;    0;-;    0;-;    1;-;    2;-;    2;-;    2;-;    0;-;  268;-;  263;-;    4;-;    1;-;    1;-;    2;-;    3;-;    2;-;    2;-;    0;-
7120;8440;08;B;  10;090104; 7;s;06;  158;-;  226;-;    5;-;    6;-;  152;-;  143;-;    9;-;    0;-;    0;-;    1;-;    1;-;    3;-;    2;-;    1;-;  219;-;  210;-;    9;-;    0;-;    1;-;    0;-;    1;-;    5;-;    5;-;    0;-
7120;8440;08;B;  10;090104; 7;s;07;  115;-;  187;-;    7;-;    7;-;  108;-;  102;-;    6;-;    0;-;    0;-;    1;-;    4;-;    2;-;    2;-;    0;-;  180;-;  168;-;   12;-;    0;-;    0;-;    0;-;    5;-;    2;-;    2;-;    0;-
7120;8440;08;B;  10;090104; 7;s;08;  147;-;  189;-;    8;-;    4;-;  138;-;  126;-;   12;-;    0;-;    1;-;    3;-;    0;-;    5;-;    5;-;    0;-;  184;-;  168;-;   16;-;    0;-;    1;-;    0;-;    4;-;    0;-;    0;-;    0;-
7120;8440;08;B;  10;090104; 7;s;09;  213;-;  335;-;    4;-;    8;-;  208;-;  192;-;   16;-;    0;-;    1;-;    0;-;    2;-;    2;-;    2;-;    0;-;  324;-;  303;-;   21;-;    0;-;    3;-;    1;-;    1;-;    6;-;    5;-;    0;-
7120;8440;08;B;  10;090104; 7;s;10;  662;-;  504;-;    7;-;    9;-;  651;-;  584;-;   66;-;    1;-;    4;-;    3;-;    2;-;    2;-;    2;-;    0;-;  491;-;  462;-;   28;-;    1;-;    3;-;    3;-;    1;-;    5;-;    4;-;    1;-
7120;8440;08;B;  10;090104; 7;s;11;  638;-;  842;-;    5;-;   11;-;  632;-;  594;-;   38;-;    0;-;    0;-;    2;-;    2;-;    1;-;    1;-;    1;-;  828;-;  771;-;   56;-;    1;-;    3;-;    3;-;    3;-;    5;-;    5;-;    0;-
7120;8440;08;B;  10;090104; 7;s;12;  916;-; 1112;-;    6;-;   12;-;  906;-;  853;-;   52;-;    1;-;    3;-;    3;-;    2;-;    1;-;    0;-;    1;-; 1094;-; 1029;-;   64;-;    1;-;    5;-;    2;-;    3;-;    7;-;    5;-;    1;-
7120;8440;08;B;  10;090104; 7;s;13; 1161;-; 1276;-;    9;-;   11;-; 1146;-; 1071;-;   74;-;    1;-;    4;-;    3;-;    4;-;    2;-;    2;-;    2;-; 1256;-; 1183;-;   72;-;    1;-;    2;-;    6;-;    4;-;    1;-;    1;-;    7;-
7120;8440;08;B;  10;090104; 7;s;14; 1267;-; 1279;-;    8;-;    7;-; 1248;-; 1192;-;   53;-;    3;-;    5;-;    3;-;    3;-;    2;-;    1;-;    6;-; 1262;-; 1199;-;   62;-;    1;-;    6;-;    1;-;    4;-;    2;-;    2;-;    4;-
7120;8440;08;B;  10;090104; 7;s;15; 1403;-; 1397;-;    8;-;   12;-; 1390;-; 1330;-;   58;-;    2;-;    3;-;    3;-;    4;-;    1;-;    1;-;    2;-; 1372;-; 1308;-;   63;-;    1;-;    6;-;    4;-;    7;-;    1;-;    1;-;    7;-
7120;8440;08;B;  10;090104; 7;s;16; 1428;-; 1362;-;   14;-;    8;-; 1407;-; 1331;-;   76;-;    0;-;    2;-;    2;-;    8;-;    4;-;    3;-;    5;-; 1348;-; 1287;-;   59;-;    2;-;    4;-;    1;-;    5;-;    2;-;    2;-;    2;-
7120;8440;08;B;  10;090104; 7;s;17; 1459;-; 1391;-;   16;-;    8;-; 1431;-; 1365;-;   64;-;    2;-;    4;-;    2;-;    6;-;    8;-;    6;-;    8;-; 1379;-; 1303;-;   75;-;    1;-;    1;-;    3;-;    3;-;    2;-;    2;-;    3;-
7120;8440;08;B;  10;090104; 7;s;18; 1534;-; 1378;-;    7;-;   12;-; 1523;-; 1433;-;   89;-;    1;-;    3;-;    1;-;    4;-;    2;-;    2;-;    1;-; 1359;-; 1301;-;   57;-;    1;-;    2;-;    2;-;    5;-;    5;-;    4;-;    5;-
